,code,time_key,close
0,SH.600478,2019-01-02 10:30:00,3.83
1,SH.600478,2019-01-02 11:30:00,3.82
2,SH.600478,2019-01-02 14:00:00,3.85
3,SH.600478,2019-01-02 15:00:00,3.88
4,SH.600478,2019-01-03 10:30:00,3.86
5,SH.600478,2019-01-03 11:30:00,3.84
6,SH.600478,2019-01-03 14:00:00,3.85
7,SH.600478,2019-01-03 15:00:00,3.88
8,SH.600478,2019-01-04 10:30:00,3.88
9,SH.600478,2019-01-04 11:30:00,3.94
10,SH.600478,2019-01-04 14:00:00,3.93
11,SH.600478,2019-01-04 15:00:00,3.94
12,SH.600478,2019-01-07 10:30:00,4.04
13,SH.600478,2019-01-07 11:30:00,4.19
14,SH.600478,2019-01-07 14:00:00,4.16
15,SH.600478,2019-01-07 15:00:00,4.16
16,SH.600478,2019-01-08 10:30:00,4.19
17,SH.600478,2019-01-08 11:30:00,4.18
18,SH.600478,2019-01-08 14:00:00,4.17
19,SH.600478,2019-01-08 15:00:00,4.18
20,SH.600478,2019-01-09 10:30:00,4.27
21,SH.600478,2019-01-09 11:30:00,4.25
22,SH.600478,2019-01-09 14:00:00,4.23
23,SH.600478,2019-01-09 15:00:00,4.17
24,SH.600478,2019-01-10 10:30:00,4.25
25,SH.600478,2019-01-10 11:30:00,4.3
26,SH.600478,2019-01-10 14:00:00,4.29
27,SH.600478,2019-01-10 15:00:00,4.23
28,SH.600478,2019-01-11 10:30:00,4.37
29,SH.600478,2019-01-11 11:30:00,4.55
30,SH.600478,2019-01-11 14:00:00,4.65
31,SH.600478,2019-01-11 15:00:00,4.65
32,SH.600478,2019-01-14 10:30:00,4.8
33,SH.600478,2019-01-14 11:30:00,4.73
34,SH.600478,2019-01-14 14:00:00,4.82
35,SH.600478,2019-01-14 15:00:00,4.78
36,SH.600478,2019-01-15 10:30:00,4.63
37,SH.600478,2019-01-15 11:30:00,4.69
38,SH.600478,2019-01-15 14:00:00,4.63
39,SH.600478,2019-01-15 15:00:00,4.65
40,SH.600478,2019-01-16 10:30:00,4.59
41,SH.600478,2019-01-16 11:30:00,4.56
42,SH.600478,2019-01-16 14:00:00,4.59
43,SH.600478,2019-01-16 15:00:00,4.55
44,SH.600478,2019-01-17 10:30:00,4.51
45,SH.600478,2019-01-17 11:30:00,4.66
46,SH.600478,2019-01-17 14:00:00,4.61
47,SH.600478,2019-01-17 15:00:00,4.5
48,SH.600478,2019-01-18 10:30:00,4.5
49,SH.600478,2019-01-18 11:30:00,4.56
50,SH.600478,2019-01-18 14:00:00,4.55
51,SH.600478,2019-01-18 15:00:00,4.54
52,SH.600478,2019-01-21 10:30:00,4.57
53,SH.600478,2019-01-21 11:30:00,4.55
54,SH.600478,2019-01-21 14:00:00,4.49
55,SH.600478,2019-01-21 15:00:00,4.53
56,SH.600478,2019-01-22 10:30:00,4.41
57,SH.600478,2019-01-22 11:30:00,4.35
58,SH.600478,2019-01-22 14:00:00,4.37
59,SH.600478,2019-01-22 15:00:00,4.38
60,SH.600478,2019-01-24 10:30:00,4.82
61,SH.600478,2019-01-24 11:30:00,4.82
62,SH.600478,2019-01-24 14:00:00,4.82
63,SH.600478,2019-01-24 15:00:00,4.82
64,SH.600478,2019-01-25 10:30:00,4.98
65,SH.600478,2019-01-25 11:30:00,5.07
66,SH.600478,2019-01-25 14:00:00,5.03
67,SH.600478,2019-01-25 15:00:00,4.85
68,SH.600478,2019-01-28 10:30:00,4.69
69,SH.600478,2019-01-28 11:30:00,4.64
70,SH.600478,2019-01-28 14:00:00,4.58
71,SH.600478,2019-01-28 15:00:00,4.51
72,SH.600478,2019-01-29 10:30:00,4.3
73,SH.600478,2019-01-29 11:30:00,4.31
74,SH.600478,2019-01-29 14:00:00,4.39
75,SH.600478,2019-01-29 15:00:00,4.41
76,SH.600478,2019-01-30 10:30:00,4.36
77,SH.600478,2019-01-30 11:30:00,4.32
78,SH.600478,2019-01-30 14:00:00,4.27
79,SH.600478,2019-01-30 15:00:00,4.18
80,SH.600478,2019-01-31 10:30:00,4.26
81,SH.600478,2019-01-31 11:30:00,4.22
82,SH.600478,2019-01-31 14:00:00,4.19
83,SH.600478,2019-01-31 15:00:00,4.15
84,SH.600478,2019-02-01 10:30:00,4.22
85,SH.600478,2019-02-01 11:30:00,4.23
86,SH.600478,2019-02-01 14:00:00,4.26
87,SH.600478,2019-02-01 15:00:00,4.29
88,SH.600478,2019-02-11 10:30:00,4.38
89,SH.600478,2019-02-11 11:30:00,4.39
90,SH.600478,2019-02-11 14:00:00,4.43
91,SH.600478,2019-02-11 15:00:00,4.43
92,SH.600478,2019-02-12 10:30:00,4.54
93,SH.600478,2019-02-12 11:30:00,4.51
94,SH.600478,2019-02-12 14:00:00,4.5
95,SH.600478,2019-02-12 15:00:00,4.54
96,SH.600478,2019-02-13 10:30:00,4.53
97,SH.600478,2019-02-13 11:30:00,4.56
98,SH.600478,2019-02-13 14:00:00,4.58
99,SH.600478,2019-02-13 15:00:00,4.56
100,SH.600478,2019-02-14 10:30:00,4.57
101,SH.600478,2019-02-14 11:30:00,4.53
102,SH.600478,2019-02-14 14:00:00,4.54
103,SH.600478,2019-02-14 15:00:00,4.57
104,SH.600478,2019-02-15 10:30:00,4.51
105,SH.600478,2019-02-15 11:30:00,4.55
106,SH.600478,2019-02-15 14:00:00,4.51
107,SH.600478,2019-02-15 15:00:00,4.46
108,SH.600478,2019-02-18 10:30:00,4.56
109,SH.600478,2019-02-18 11:30:00,4.59
110,SH.600478,2019-02-18 14:00:00,4.64
111,SH.600478,2019-02-18 15:00:00,4.72
112,SH.600478,2019-02-19 10:30:00,4.68
113,SH.600478,2019-02-19 11:30:00,4.63
114,SH.600478,2019-02-19 14:00:00,4.58
115,SH.600478,2019-02-19 15:00:00,4.71
116,SH.600478,2019-02-20 10:30:00,4.88
117,SH.600478,2019-02-20 11:30:00,4.78
118,SH.600478,2019-02-20 14:00:00,4.8
119,SH.600478,2019-02-20 15:00:00,4.83
120,SH.600478,2019-02-21 10:30:00,4.84
121,SH.600478,2019-02-21 11:30:00,4.81
122,SH.600478,2019-02-21 14:00:00,4.79
123,SH.600478,2019-02-21 15:00:00,4.7
124,SH.600478,2019-02-22 10:30:00,4.72
125,SH.600478,2019-02-22 11:30:00,4.72
126,SH.600478,2019-02-22 14:00:00,4.75
127,SH.600478,2019-02-22 15:00:00,4.77
128,SH.600478,2019-02-25 10:30:00,4.93
129,SH.600478,2019-02-25 11:30:00,4.93
130,SH.600478,2019-02-25 14:00:00,4.94
131,SH.600478,2019-02-25 15:00:00,5.01
132,SH.600478,2019-02-26 10:30:00,5.12
133,SH.600478,2019-02-26 11:30:00,5.19
134,SH.600478,2019-02-26 14:00:00,5.16
135,SH.600478,2019-02-26 15:00:00,5.04
136,SH.600478,2019-02-27 10:30:00,5.05
137,SH.600478,2019-02-27 11:30:00,5.09
138,SH.600478,2019-02-27 14:00:00,5.22
139,SH.600478,2019-02-27 15:00:00,5.23
140,SH.600478,2019-02-28 10:30:00,5.26
141,SH.600478,2019-02-28 11:30:00,5.19
142,SH.600478,2019-02-28 14:00:00,5.18
143,SH.600478,2019-02-28 15:00:00,5.19
144,SH.600478,2019-03-01 10:30:00,5.08
145,SH.600478,2019-03-01 11:30:00,5.07
146,SH.600478,2019-03-01 14:00:00,5.07
147,SH.600478,2019-03-01 15:00:00,5.14
148,SH.600478,2019-03-04 10:30:00,5.14
149,SH.600478,2019-03-04 11:30:00,5.2
150,SH.600478,2019-03-04 14:00:00,5.19
151,SH.600478,2019-03-04 15:00:00,5.12
152,SH.600478,2019-03-05 10:30:00,5.14
153,SH.600478,2019-03-05 11:30:00,5.09
154,SH.600478,2019-03-05 14:00:00,5.13
155,SH.600478,2019-03-05 15:00:00,5.18
156,SH.600478,2019-03-06 10:30:00,5.2
157,SH.600478,2019-03-06 11:30:00,5.24
158,SH.600478,2019-03-06 14:00:00,5.28
159,SH.600478,2019-03-06 15:00:00,5.28
160,SH.600478,2019-03-07 10:30:00,5.4
161,SH.600478,2019-03-07 11:30:00,5.34
162,SH.600478,2019-03-07 14:00:00,5.37
163,SH.600478,2019-03-07 15:00:00,5.42
164,SH.600478,2019-03-08 10:30:00,5.38
165,SH.600478,2019-03-08 11:30:00,5.24
166,SH.600478,2019-03-08 14:00:00,5.17
167,SH.600478,2019-03-08 15:00:00,5.07
168,SH.600478,2019-03-11 10:30:00,5.14
169,SH.600478,2019-03-11 11:30:00,5.21
170,SH.600478,2019-03-11 14:00:00,5.23
171,SH.600478,2019-03-11 15:00:00,5.31
172,SH.600478,2019-03-12 10:30:00,5.4
173,SH.600478,2019-03-12 11:30:00,5.44
174,SH.600478,2019-03-12 14:00:00,5.33
175,SH.600478,2019-03-12 15:00:00,5.43
176,SH.600478,2019-03-13 10:30:00,5.38
177,SH.600478,2019-03-13 11:30:00,5.35
178,SH.600478,2019-03-13 14:00:00,5.32
179,SH.600478,2019-03-13 15:00:00,5.21
180,SH.600478,2019-03-14 10:30:00,5.22
181,SH.600478,2019-03-14 11:30:00,5.07
182,SH.600478,2019-03-14 14:00:00,5.05
183,SH.600478,2019-03-14 15:00:00,5.02
184,SH.600478,2019-03-15 10:30:00,5.52
185,SH.600478,2019-03-15 11:30:00,5.52
186,SH.600478,2019-03-15 14:00:00,5.52
187,SH.600478,2019-03-15 15:00:00,5.52
188,SH.600478,2019-03-18 10:30:00,6.07
189,SH.600478,2019-03-18 11:30:00,6.07
190,SH.600478,2019-03-18 14:00:00,6.07
191,SH.600478,2019-03-18 15:00:00,6.07
192,SH.600478,2019-03-19 10:30:00,6.19
193,SH.600478,2019-03-19 11:30:00,6.21
194,SH.600478,2019-03-19 14:00:00,6.3
195,SH.600478,2019-03-19 15:00:00,6.21
196,SH.600478,2019-03-20 10:30:00,5.92
197,SH.600478,2019-03-20 11:30:00,5.83
198,SH.600478,2019-03-20 14:00:00,5.75
199,SH.600478,2019-03-20 15:00:00,5.85
200,SH.600478,2019-03-21 10:30:00,5.78
201,SH.600478,2019-03-21 11:30:00,5.96
202,SH.600478,2019-03-21 14:00:00,5.83
203,SH.600478,2019-03-21 15:00:00,5.78
204,SH.600478,2019-03-22 10:30:00,5.68
205,SH.600478,2019-03-22 11:30:00,5.7
206,SH.600478,2019-03-22 14:00:00,5.81
207,SH.600478,2019-03-22 15:00:00,5.81
208,SH.600478,2019-03-25 10:30:00,5.91
209,SH.600478,2019-03-25 11:30:00,5.9
210,SH.600478,2019-03-25 14:00:00,5.97
211,SH.600478,2019-03-25 15:00:00,5.91
212,SH.600478,2019-03-26 10:30:00,6.04
213,SH.600478,2019-03-26 11:30:00,5.96
214,SH.600478,2019-03-26 14:00:00,5.91
215,SH.600478,2019-03-26 15:00:00,5.85
216,SH.600478,2019-03-27 10:30:00,5.87
217,SH.600478,2019-03-27 11:30:00,5.9
218,SH.600478,2019-03-27 14:00:00,5.85
219,SH.600478,2019-03-27 15:00:00,5.95
220,SH.600478,2019-03-28 10:30:00,5.75
221,SH.600478,2019-03-28 11:30:00,5.75
222,SH.600478,2019-03-28 14:00:00,5.7
223,SH.600478,2019-03-28 15:00:00,5.59
224,SH.600478,2019-03-29 10:30:00,5.69
225,SH.600478,2019-03-29 11:30:00,5.73
226,SH.600478,2019-03-29 14:00:00,5.8
227,SH.600478,2019-03-29 15:00:00,5.8
228,SH.600478,2019-04-01 10:30:00,5.98
229,SH.600478,2019-04-01 11:30:00,6.01
230,SH.600478,2019-04-01 14:00:00,5.99
231,SH.600478,2019-04-01 15:00:00,6.02
232,SH.600478,2019-04-02 10:30:00,5.97
233,SH.600478,2019-04-02 11:30:00,6.18
234,SH.600478,2019-04-02 14:00:00,6.1
235,SH.600478,2019-04-02 15:00:00,6.1
236,SH.600478,2019-04-03 10:30:00,6.03
237,SH.600478,2019-04-03 11:30:00,6.01
238,SH.600478,2019-04-03 14:00:00,6.09
239,SH.600478,2019-04-03 15:00:00,6.1
240,SH.600478,2019-04-04 10:30:00,6.23
241,SH.600478,2019-04-04 11:30:00,6.2
242,SH.600478,2019-04-04 14:00:00,6.37
243,SH.600478,2019-04-04 15:00:00,6.35
244,SH.600478,2019-04-08 10:30:00,6.28
245,SH.600478,2019-04-08 11:30:00,6.21
246,SH.600478,2019-04-08 14:00:00,6.12
247,SH.600478,2019-04-08 15:00:00,6.24
248,SH.600478,2019-04-09 10:30:00,6.07
249,SH.600478,2019-04-09 11:30:00,6.1
250,SH.600478,2019-04-09 14:00:00,6.1
251,SH.600478,2019-04-09 15:00:00,6.12
252,SH.600478,2019-04-10 10:30:00,6.0
253,SH.600478,2019-04-10 11:30:00,6.08
254,SH.600478,2019-04-10 14:00:00,6.06
255,SH.600478,2019-04-10 15:00:00,6.03
256,SH.600478,2019-04-11 10:30:00,6.02
257,SH.600478,2019-04-11 11:30:00,5.96
258,SH.600478,2019-04-11 14:00:00,6.0
259,SH.600478,2019-04-11 15:00:00,5.91
260,SH.600478,2019-04-12 10:30:00,6.11
261,SH.600478,2019-04-12 11:30:00,6.07
262,SH.600478,2019-04-12 14:00:00,6.02
263,SH.600478,2019-04-12 15:00:00,6.1
264,SH.600478,2019-04-15 10:30:00,6.08
265,SH.600478,2019-04-15 11:30:00,6.06
266,SH.600478,2019-04-15 14:00:00,6.05
267,SH.600478,2019-04-15 15:00:00,5.9
268,SH.600478,2019-04-16 10:30:00,5.89
269,SH.600478,2019-04-16 11:30:00,5.93
270,SH.600478,2019-04-16 14:00:00,5.98
271,SH.600478,2019-04-16 15:00:00,6.06
272,SH.600478,2019-04-17 10:30:00,6.67
273,SH.600478,2019-04-17 11:30:00,6.67
274,SH.600478,2019-04-17 14:00:00,6.67
275,SH.600478,2019-04-17 15:00:00,6.67
276,SH.600478,2019-04-18 10:30:00,6.88
277,SH.600478,2019-04-18 11:30:00,6.85
278,SH.600478,2019-04-18 14:00:00,6.85
279,SH.600478,2019-04-18 15:00:00,6.68
280,SH.600478,2019-04-19 10:30:00,6.41
281,SH.600478,2019-04-19 11:30:00,6.53
282,SH.600478,2019-04-19 14:00:00,6.75
283,SH.600478,2019-04-19 15:00:00,6.77
284,SH.600478,2019-04-22 10:30:00,6.98
